,organization_element,education_element,radiologist_id
9104,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/jeffery-stone-257268
9105,Naval Medical Center (Portsmouth),"Internship, Transitional Year",/doctors/matthew-burgess-735627
9106,Johns Hopkins University School of Medicine,"Fellowship, Johns Hopkins University",/doctors/daniel-hawley-2492821
9107,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/daniel-hawley-2492821
9108,National Capital Consortium,"Internship, National Capital Consortium",/doctors/daniel-hawley-2492821
9109,University of Kansas School of Medicine,Medical School,/doctors/daniel-hawley-2492821
9123,National Capital Consortium,"Residency, National Capital Consortium",/doctors/zachary-alexander-570134
9124,University of Kansas School of Medicine,"Internship, University of Kansas School of Medicine",/doctors/zachary-alexander-570134
9130,Naval Medical Center (San Diego),"Internship, Naval Medical Center (San Diego)",/doctors/james-clark-1014235
9132,Naval Medical Center (San Diego),"Internship, Naval Medical Center (San Diego)",/doctors/james-clark-1014235
9134,University of California (San Diego) Medical Center,"Fellowship, University of California (San Diego) Medical Center",/doctors/benjamin-drinkwine-277679
9136,Naval Medical Center (San Diego),"Residency, Radiology",/doctors/brandon-dugar-1199003
9137,Naval Medical Center (San Diego),"Internship, Transitional Year",/doctors/brandon-dugar-1199003
9142,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/cary-goepfert-256298
9143,Naval Medical Center (San Diego),"Internship, Naval Medical Center (San Diego)",/doctors/cary-goepfert-256298
9144,Naval Medical Center (San Diego),"Residency, Radiology",/doctors/derek-grady-929982
9145,Naval Aerospace Medical Institute,"Other Training, Aerospace Medicine",/doctors/derek-grady-929982
9146,Naval Medical Center (Portsmouth),"Internship, Otolaryngology",/doctors/derek-grady-929982
9147,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Medical School,/doctors/derek-grady-929982
9148,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine,"Residency, University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine",/doctors/richard-montgomery-658770
9149,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine,"Internship, University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine",/doctors/richard-montgomery-658770
9151,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine,"Residency, University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine",/doctors/richard-montgomery-658770
9152,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine,"Internship, University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine",/doctors/richard-montgomery-658770
9162,Childrens Hospital,"Fellowship, Children's Hospital",/doctors/richard-campin-254316
9163,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/richard-campin-254316
9164,Madigan Army Medical Center,"Internship, Madigan Army Medical Center",/doctors/richard-campin-254316
9169,Oregon Health  Science University Hospital,"Fellowship, Vascular and Interventional Radiology",/doctors/cyrus-shabrang-1086513
9170,Montefiore Medical Center/Albert Einstein College of Medicine,"Residency, Radiology",/doctors/cyrus-shabrang-1086513
9171,Grand Rapids Medical Education Partners,"Internship, Transitional Year",/doctors/cyrus-shabrang-1086513
9174,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/joel-sokoloff-630815
9175,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/joel-sokoloff-630815
9176,Presbyterian Medical Center (UPHS),"Internship, Presbyterian Medical Center of the University of Pennsylvania Health System",/doctors/joel-sokoloff-630815
9179,Loma Linda University Health Education Consortium,"Residency, Loma Linda University Health Education Consortium",/doctors/matthew-sharp-627842
9180,St Marys Hospital and Medical Center,"Internship, St Mary's Hospital and Medical Center",/doctors/matthew-sharp-627842
9181,Stanford Health Care,"Residency, Stanford Health Care-Sponsored Stanford University",/doctors/ross-schwartzberg-386249
9182,St Marys Hospital and Medical Center,"Internship, St Mary's Hospital and Medical Center",/doctors/ross-schwartzberg-386249
9187,University of California (Irvine),"Residency, University of California (Irvine)",/doctors/scott-harman-358733
9188,Valleywise Health,"Internship, Valleywise Health",/doctors/scott-harman-358733
9192,University of California (Irvine),"Residency, University of California (Irvine)",/doctors/scott-harman-358733
9193,Valleywise Health,"Internship, Valleywise Health",/doctors/scott-harman-358733
9197,University of California (San Francisco) School of Medicine,Fellowship,/doctors/courtney-carter-432538
9198,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/courtney-carter-432538
9199,Yale-New Haven Hospital,"Internship, Yale-New Haven Medical Center",/doctors/courtney-carter-432538
9233,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/murray-reicher-359124
9234,UCLA David Geffen School of Medicine/UCLA Medical Center,"Internship, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/murray-reicher-359124
9239,University of Virginia Medical Center,"Residency, University of Virginia Medical Center",/doctors/donald-eckard-401153
9240,LDS Hospital,"Internship, LDS Hospital",/doctors/donald-eckard-401153
9273,Loma Linda University Health Education Consortium,"Residency, Loma Linda University Health Education Consortium",/doctors/william-mansfield-294857
9274,"Charles R Drew University of Medicine and Science, College of Medicine","Residency, Charles R Drew University",/doctors/william-mansfield-294857
9275,UCLA David Geffen School of Medicine/UCLA Medical Center,"Internship, UCLA-VA Greater Los Angeles",/doctors/william-mansfield-294857
9294,Massachusetts General Hospital,"Fellowship, Neuroradiology",/doctors/roderick-borgie-229918
9295,Naval Medical Center (San Diego),"Residency, Radiology",/doctors/roderick-borgie-229918
9296,Naval Medical Center (San Diego),"Internship, General Surgery",/doctors/roderick-borgie-229918
9297,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Medical School,/doctors/roderick-borgie-229918
9298,California Lutheran University,"Other Training, Biological Sciences",/doctors/roderick-borgie-229918
9309,Massachusetts General Hospital,"Fellowship, Neuroradiology",/doctors/roderick-borgie-229918
9310,Naval Medical Center (San Diego),"Residency, Radiology",/doctors/roderick-borgie-229918
9311,Naval Medical Center (San Diego),"Internship, General Surgery",/doctors/roderick-borgie-229918
9312,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Medical School,/doctors/roderick-borgie-229918
9313,California Lutheran University,"Other Training, Biological Sciences",/doctors/roderick-borgie-229918
9324,Vanderbilt University Medical Center,"Residency, Radiology",/doctors/christopher-kuzniewski-231956
9325,Naval Hospital (Pensacola),"Internship, Transitional Year",/doctors/christopher-kuzniewski-231956
9328,Johns Hopkins University School of Medicine,"Residency, Johns Hopkins University",/doctors/zachary-rattner-17961
9329,Yale-New Haven Hospital,"Residency, Yale-New Haven Medical Center",/doctors/zachary-rattner-17961
9330,Pennsylvania Hospital (UPHS),"Internship, Pennsylvania Hospital of the University of Pennsylvania Health System",/doctors/zachary-rattner-17961
9336,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/joseph-luna-367324
9337,Yale-New Haven Hospital,"Residency, Yale-New Haven Medical Center",/doctors/joseph-luna-367324
9340,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/joseph-leeba-529862
9341,Creighton University School of Medicine,"Residency, Creighton University School of Medicine (Phoenix)",/doctors/joseph-leeba-529862
9342,University of California (San Diego) Medical Center,"Fellowship, University of California (San Diego) Medical Center",/doctors/james-lyon-27064
9343,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/james-lyon-27064
9344,University of California (San Diego) Medical Center,"Internship, University of California (San Diego) Medical Center",/doctors/james-lyon-27064
9346,NYU Long Island School of Medicine,"Residency, NYU Long Island School of Medicine",/doctors/douglas-kiviat-378162
9353,NYU Long Island School of Medicine,"Residency, NYU Long Island School of Medicine",/doctors/douglas-kiviat-378162
9360,Temple University Hospital,"Fellowship, Neuroradiology",/doctors/mohammad-kamal-1020049
9361,University of Pennsylvania Health System,"Fellowship, Vascular and Interventional Radiology",/doctors/mohammad-kamal-1020049
9362,Icahn School of Medicine at Mount Sinai,"Residency, Internal Medicine",/doctors/mohammad-kamal-1020049
9368,Loma Linda University Health Education Consortium,"Residency, Radiology",/doctors/alex-sun-907564
9369,University of California (San Diego) Medical Center,"Fellowship, University of California (San Diego) Medical Center",/doctors/alexander-urioste-358410
9370,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/alexander-urioste-358410
9371,Icahn School of Medicine at Mount Sinai,"Internship, Icahn School of Medicine at Mount Sinai (Morningside/West)",/doctors/alexander-urioste-358410
9372,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Medical School,/doctors/alexander-urioste-358410
9373,University of California (San Diego) Medical Center,"Fellowship, University of California (San Diego) Medical Center",/doctors/alexander-urioste-358410
9374,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/alexander-urioste-358410
9375,Icahn School of Medicine at Mount Sinai,"Internship, Icahn School of Medicine at Mount Sinai (Morningside/West)",/doctors/alexander-urioste-358410
9376,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Medical School,/doctors/alexander-urioste-358410
9377,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/nehal-patel-553210
9378,Adventist Health White Memorial,"Internship, Adventist Health White Memorial",/doctors/nehal-patel-553210
9380,Cedars-Sinai Medical Center,"Residency, Cedars-Sinai Medical Center",/doctors/gregory-anderson-671530
9381,Pennsylvania Hospital (UPHS),"Internship, Pennsylvania Hospital of the University of Pennsylvania Health System",/doctors/gregory-anderson-671530
9384,Cedars-Sinai Medical Center,"Residency, Cedars-Sinai Medical Center",/doctors/gregory-anderson-671530
9385,Pennsylvania Hospital (UPHS),"Internship, Pennsylvania Hospital of the University of Pennsylvania Health System",/doctors/gregory-anderson-671530
9388,UPMC Medical Education,"Residency, UPMC Medical Education",/doctors/rowena-tena-351643
9389,Georgetown University Hospital,"Internship, Georgetown University Hospital",/doctors/rowena-tena-351643
9391,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/john-johnson-355757
9392,Scripps Mercy Hospital,"Internship, Scripps Mercy Hospital",/doctors/john-johnson-355757
9393,Louisiana State University School of Medicine,"Residency, Louisiana State University",/doctors/jorge-ramirez-313690
9394,Tulane University School of Medicine,"Internship, Tulane University",/doctors/jorge-ramirez-313690
9441,Louisiana State University School of Medicine,"Residency, Louisiana State University",/doctors/jorge-ramirez-313690
9442,Tulane University School of Medicine,"Internship, Tulane University",/doctors/jorge-ramirez-313690
9489,Washington University in St. Louis School of Medicine,"Residency, Washington University/B-JH/SLCH Consortium",/doctors/margaret-lee-543403
9490,Scripps Mercy Hospital,"Internship, Scripps Mercy Hospital",/doctors/margaret-lee-543403
9493,University of Pennsylvania Health System,"Residency, University of Pennsylvania Health System",/doctors/thomas-kilcheski-367369
9494,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/jenna-liu-615963
9495,University of California (San Diego) Medical Center,"Internship, University of California (San Diego) Medical Center",/doctors/jenna-liu-615963
9496,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/jenna-liu-615963
9497,University of California (San Diego) Medical Center,"Internship, University of California (San Diego) Medical Center",/doctors/jenna-liu-615963
9498,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/luis-maas-368272
9499,Mount Auburn Hospital,"Internship, Mount Auburn Hospital",/doctors/luis-maas-368272
9500,Sidney Kimmel Medical College at Thomas Jefferson University,"Residency, Sidney Kimmel Medical College at Thomas Jefferson University/TJUH",/doctors/stanley-rapoport-358434
9501,Christiana Care Health Services Inc,"Internship, Christiana Care Health Services",/doctors/stanley-rapoport-358434
9502,University of Michigan Health System,"Residency, University of Michigan Health System",/doctors/peter-yang-368712
9503,University of Michigan Health System,"Residency, University of Michigan Health System",/doctors/peter-yang-368712
9504,University of California (San Francisco) School of Medicine,"Fellowship, University of California (San Francisco)",/doctors/david-sobel-335361
9505,Jacobi Medical Center,"Residency, Jacobi Medical Center/Albert Einstein College of Medicine",/doctors/david-sobel-335361
9506,New York Medical College,"Internship, New York Medical College (Metropolitan)",/doctors/david-sobel-335361
9507,Albert Einstein Healthcare Network,"Residency, Radiology",/doctors/weiling-chang-3056288
9508,Icahn School of Medicine at Mount Sinai,"Residency, Radiology",/doctors/weiling-chang-3056288
9509,MedStar Health,"Internship, Internal Medicine",/doctors/weiling-chang-3056288
9511,Montefiore Medical Center/Albert Einstein College of Medicine,"Residency, Montefiore Medical Center/Albert Einstein College of Medicine",/doctors/harry-ellison-366598
9512,Montefiore Medical Center/Albert Einstein College of Medicine,"Internship, Montefiore Medical Center/Albert Einstein College of Medicine (Moses and Weiler Campuses)",/doctors/harry-ellison-366598
9514,University of California (San Diego) Medical Center,"Fellowship, University of California (San Diego) Medical Center",/doctors/valentin-lance-774493
9515,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/valentin-lance-774493
9516,Scripps Mercy Hospital,"Internship, Scripps Mercy Hospital",/doctors/valentin-lance-774493
9517,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/tere-trout-358637
9518,Icahn School of Medicine at Mount Sinai,"Residency, Icahn School of Medicine at Mount Sinai (Mount Sinai Hospital)",/doctors/tere-trout-358637
9519,St Elizabeths Medical Center,"Internship, St Elizabeth's Medical Center",/doctors/tere-trout-358637
9520,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/tere-trout-358637
9521,Icahn School of Medicine at Mount Sinai,"Residency, Icahn School of Medicine at Mount Sinai (Mount Sinai Hospital)",/doctors/tere-trout-358637
9522,St Elizabeths Medical Center,"Internship, St Elizabeth's Medical Center",/doctors/tere-trout-358637
9523,Icahn School of Medicine at Mount Sinai,"Fellowship, Icahn School of Medicine at Mount Sinai",/doctors/vijay-venkatesh-358453
9524,Stony Brook Medicine,"Residency, Stony Brook Medicine/University Hospital",/doctors/vijay-venkatesh-358453
9525,United Health Services Hospitals,"Internship, United Health Services Hospitals",/doctors/vijay-venkatesh-358453
9527,University of California (San Diego) Medical Center,"Fellowship, University of California (San Diego) Medical Center",/doctors/priya-patel-994928
9528,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/priya-patel-994928
9529,Creighton University School of Medicine,"Residency, Creighton University School of Medicine/Maricopa Medical Center (Phoenix)",/doctors/priya-patel-994928
9531,Icahn School of Medicine at Mount Sinai,"Residency, General Surgery",/doctors/jonathan-tiefenbrun-135727
9532,SUNY Downstate Health Sciences University,"Internship, Internal Medicine",/doctors/jonathan-tiefenbrun-135727
9533,Icahn School of Medicine at Mount Sinai,"Residency, General Surgery",/doctors/jonathan-tiefenbrun-135727
9534,SUNY Downstate Health Sciences University,"Internship, Internal Medicine",/doctors/jonathan-tiefenbrun-135727
9535,McGaw Medical Center of Northwestern University,"Fellowship, McGaw Medical Center of Northwestern University",/doctors/michael-naumann-660172
9536,Emory University School of Medicine,"Residency, Emory University School of Medicine",/doctors/michael-naumann-660172
9538,University of California (San Francisco) School of Medicine,"Fellowship, University of California (San Francisco)",/doctors/margaret-taghavi-727522
9539,University of California Davis Health,"Residency, University of California Davis Health",/doctors/margaret-taghavi-727522
9540,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/margaret-taghavi-727522
9541,Kaiser Permanente Southern California,"Internship, Kaiser Permanente Southern California (Los Angeles)",/doctors/margaret-taghavi-727522
9545,University of North Carolina at Chapel Hill School of Medicine,Medical School,/doctors/zenus-wilson-1372850
9547,University of North Carolina at Chapel Hill School of Medicine,Medical School,/doctors/zenus-wilson-1372850
9549,Baptist Hospital of Miami,"Fellowship, Baptist Hospital of Miami",/doctors/brian-moore-27126
9550,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/brian-moore-27126
9551,Legacy Health,"Internship, Legacy Emanuel Hospital and Health Center",/doctors/brian-moore-27126
9553,National Capital Consortium,"Residency, National Capital Consortium",/doctors/joel-mcfarland-268386
9556,University of Minnesota Medical School,Medical School,/doctors/david-buckley-777749
9557,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/david-buckley-777749
9558,University of Minnesota Medical School,Medical School,/doctors/david-buckley-777749
9559,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/david-buckley-777749
9560,Cedars-Sinai Medical Center,"Residency, Cedars-Sinai Medical Center",/doctors/eric-lizerbram-357714
9561,Kaiser Permanente Southern California,"Internship, Kaiser Permanente Southern California (Los Angeles)",/doctors/eric-lizerbram-357714
9577,UCLA David Geffen School of Medicine/UCLA Medical Center,"Fellowship, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/mark-schechter-359382
9578,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/mark-schechter-359382
9579,VA Greater Los Angeles Healthcare System,"Internship, UCLA-VA Greater Los Angeles",/doctors/mark-schechter-359382
9582,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/michael-tobin-358962
9583,Naval Hospital (Camp Pendleton),"Internship, Naval Hospital (Camp Pendleton)",/doctors/michael-tobin-358962
9584,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/michael-tobin-358962
9585,Naval Hospital (Camp Pendleton),"Internship, Naval Hospital (Camp Pendleton)",/doctors/michael-tobin-358962
9586,Texas Tech University Health Sciences Center at Amarillo,"Residency, Internal Medicine",/doctors/james-nelson-734831
9587,Adventist Health White Memorial,"Residency, Radiology",/doctors/james-nelson-734831
9588,Adventist Health White Memorial,"Internship, Transitional Year",/doctors/james-nelson-734831
9589,Loma Linda University Health Education Consortium,"Residency, Radiology",/doctors/linda-lewis-212521
9614,Loma Linda University Health Education Consortium,"Residency, Radiology",/doctors/linda-lewis-212521
9639,New York Presbyterian Hospital,"Residency, Radiology",/doctors/stuart-roberts-179343
9640,Icahn School of Medicine at Mount Sinai,"Internship, Internal Medicine",/doctors/stuart-roberts-179343
9641,Columbia University Vagelos College of Physicians and Surgeons,Medical School,/doctors/stuart-roberts-179343
9645,Naval Medical Center (San Diego),"Residency, Naval Medical Center (San Diego)",/doctors/michael-lane-255859
9646,University of California (Irvine),"Residency, University of California (Irvine)",/doctors/michael-lane-255859
9647,Los Angeles County-Harbor-UCLA Medical Center,"Residency, Los Angeles County-Harbor-UCLA Medical Center",/doctors/michael-lane-255859
9648,Yale-New Haven Hospital,"Internship, Yale-New Haven Medical Center",/doctors/michael-lane-255859
9649,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/renee-glass-356488
9650,Brigham and Womens Hospital,"Residency, Brigham and Women's Hospital/Harvard Medical School",/doctors/renee-glass-356488
9651,St Mary Medical Center,"Internship, St Mary Medical Center",/doctors/renee-glass-356488
9652,Albert Einstein Healthcare Network,"Residency, Albert Einstein Healthcare Network",/doctors/brian-oloughlin-60622
9653,Albert Einstein Medical Center,"Internship, Albert Einstein Medical Center",/doctors/brian-oloughlin-60622
9655,Cedars-Sinai Medical Center,"Residency, Cedars-Sinai Medical Center",/doctors/afsaneh-maghsoudy-545013
9656,University of Southern California/LACUSC Medical Center,"Internship, University of Southern California/LAC+USC Medical Center",/doctors/afsaneh-maghsoudy-545013
9657,Cedars-Sinai Medical Center,"Residency, Cedars-Sinai Medical Center",/doctors/afsaneh-maghsoudy-545013
9658,University of Southern California/LACUSC Medical Center,"Internship, University of Southern California/LAC+USC Medical Center",/doctors/afsaneh-maghsoudy-545013
9659,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/brian-bigoni-548168
9660,St Mary Medical Center,"Internship, St Mary Medical Center",/doctors/brian-bigoni-548168
9671,Letterman Army Medical Center,"Residency, Radiology",/doctors/robert-haynes-1065650
9674,University of Washington School of Medicine,"Fellowship, Vascular and Interventional Radiology",/doctors/michael-noud-746705
9675,University of Chicago Medical Center,"Residency, Radiology",/doctors/michael-noud-746705
9676,AMITA Health,"Internship, Internal Medicine",/doctors/michael-noud-746705
9678,University of Washington School of Medicine,"Fellowship, Vascular and Interventional Radiology",/doctors/michael-noud-746705
9679,University of Chicago Medical Center,"Residency, Radiology",/doctors/michael-noud-746705
9680,AMITA Health,"Internship, Internal Medicine",/doctors/michael-noud-746705
9682,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/sean-pinnell-536683
9683,University of California (San Diego) Medical Center,"Internship, University of California (San Diego) Medical Center",/doctors/sean-pinnell-536683
9687,Atlantic Health System,"Residency, Atlantic Health (Morristown)",/doctors/jimmy-shih-625816
9688,Jersey Shore University Medical Center,"Internship, Jersey Shore University Medical Center",/doctors/jimmy-shih-625816
9695,Johns Hopkins University School of Medicine,"Fellowship, Neuroradiology",/doctors/charles-mitchell-731714
9696,Johns Hopkins University School of Medicine,"Residency, Radiology",/doctors/charles-mitchell-731714
9697,Brown University/Rhode Island Hospital-Lifespan,"Internship, Internal Medicine",/doctors/charles-mitchell-731714
9702,Johns Hopkins University School of Medicine,"Fellowship, Neuroradiology",/doctors/charles-mitchell-731714
9703,Johns Hopkins University School of Medicine,"Residency, Radiology",/doctors/charles-mitchell-731714
9704,Brown University/Rhode Island Hospital-Lifespan,"Internship, Internal Medicine",/doctors/charles-mitchell-731714
9709,Baylor College of Medicine,"Fellowship, Baylor College of Medicine",/doctors/robert-weisgrau-98813
9710,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine,"Chief Residency, University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine",/doctors/robert-weisgrau-98813
9711,University of Texas Health Science Center at Houston,"Residency, University of Texas Health Science Center at Houston",/doctors/robert-weisgrau-98813
9712,Baylor College of Medicine,"Residency, Baylor College of Medicine",/doctors/robert-weisgrau-98813
9713,Johns Hopkins University School of Medicine,"Residency, Johns Hopkins University/Bayview Medical Center",/doctors/robert-weisgrau-98813
9719,Fitzsimons Army Medical Center,"Residency, Fitzsimons Army Medical Center",/doctors/harold-wadley-583715
9720,Madigan Army Medical Center,"Internship, Madigan Army Medical Center",/doctors/harold-wadley-583715
9722,Fitzsimons Army Medical Center,"Residency, Fitzsimons Army Medical Center",/doctors/harold-wadley-583715
9723,Madigan Army Medical Center,"Internship, Madigan Army Medical Center",/doctors/harold-wadley-583715
9725,Beth Israel Deaconess Medical Center,"Residency, Beth Israel Deaconess Medical Center",/doctors/james-esther-302602
9726,St Mary Medical Center,"Internship, St Mary Medical Center",/doctors/james-esther-302602
9728,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/rabbe-lindstrom-304395
9729,UCLA David Geffen School of Medicine/UCLA Medical Center,"Internship, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/rabbe-lindstrom-304395
9730,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/allen-nalbandian-304677
9731,St Marys Hospital and Medical Center,"Internship, St Mary's Hospital and Medical Center",/doctors/allen-nalbandian-304677
9737,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/allen-nalbandian-304677
9738,St Marys Hospital and Medical Center,"Internship, St Mary's Hospital and Medical Center",/doctors/allen-nalbandian-304677
9744,University of Maryland Program,"Fellowship, University of Maryland",/doctors/howard-bear-273838
9745,Tulane University School of Medicine,"Residency, Tulane University",/doctors/howard-bear-273838
9746,University of Texas Medical Branch Hospitals,"Internship, University of Texas Medical Branch Hospitals",/doctors/howard-bear-273838
9750,University of California (San Francisco) School of Medicine,"Fellowship, University of California (San Francisco) School of Medicine",/doctors/scott-boles-280043
9751,Duke University Hospital,"Residency, Duke University Hospital",/doctors/scott-boles-280043
9752,Creighton University School of Medicine,"Internship, Creighton University School of Medicine (Phoenix)",/doctors/scott-boles-280043
9754,Zucker School of Medicine at Hofstra/Northwell,"Fellowship, Zucker School of Medicine at Hofstra/Northwell",/doctors/john-dente-271386
9755,Zucker School of Medicine at Hofstra/Northwell,"Residency, Zucker School of Medicine at Hofstra/Northwell",/doctors/john-dente-271386
9756,Zucker School of Medicine at Hofstra/Northwell,"Residency, Zucker School of Medicine at Hofstra/Northwell",/doctors/john-dente-271386
9758,Zucker School of Medicine at Hofstra/Northwell,"Fellowship, Zucker School of Medicine at Hofstra/Northwell",/doctors/john-dente-271386
9759,Zucker School of Medicine at Hofstra/Northwell,"Residency, Zucker School of Medicine at Hofstra/Northwell",/doctors/john-dente-271386
9760,Zucker School of Medicine at Hofstra/Northwell,"Residency, Zucker School of Medicine at Hofstra/Northwell",/doctors/john-dente-271386
9762,University of California (San Francisco) School of Medicine,"Fellowship, University of California (San Francisco)",/doctors/nazih-farah-347255
9763,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/nazih-farah-347255
9764,NYU Long Island School of Medicine,"Internship, NYU Long Island School of Medicine",/doctors/nazih-farah-347255
9774,Washington University in St. Louis School of Medicine,"Residency, Washington University/B-JH/SLCH Consortium",/doctors/jonathan-gurney-774597
9775,Legacy Health,"Internship, Legacy Emanuel Hospital and Health Center",/doctors/jonathan-gurney-774597
9778,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/walter-olsen-777880
9779,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/julie-payne-114503
9780,Santa Clara Valley Medical Center,"Internship, Santa Clara Valley Medical Center",/doctors/julie-payne-114503
9781,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/robert-prager-273153
9782,Cambridge Health Alliance,"Internship, Cambridge Health Alliance",/doctors/robert-prager-273153
9783,University of California (San Francisco) School of Medicine,"Residency, University of California (San Francisco)",/doctors/robert-prager-273153
9784,Cambridge Health Alliance,"Internship, Cambridge Health Alliance",/doctors/robert-prager-273153
9785,Washington University in St. Louis School of Medicine,"Residency, Washington University/B-JH/SLCH Consortium",/doctors/joel-sigeti-272005
9786,Scripps Mercy Hospital,"Internship, Scripps Mercy Hospital",/doctors/joel-sigeti-272005
9787,Baylor University Medical Center,"Residency, Baylor University Medical Center",/doctors/robert-yacullo-272120
9789,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/neeraj-panchal-780770
9790,Ascension St Vincent Hospital Indianapolis,"Internship, Ascension St Vincent Hospital Indianapolis",/doctors/neeraj-panchal-780770
9791,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/neeraj-panchal-780770
9792,Ascension St Vincent Hospital Indianapolis,"Internship, Ascension St Vincent Hospital Indianapolis",/doctors/neeraj-panchal-780770
9793,NYU Long Island School of Medicine,"Residency, Radiology",/doctors/arturo-macasinag-727115
9794,Jersey Shore University Medical Center,"Residency, Obstetrics and Gynecology",/doctors/arturo-macasinag-727115
9795,Jersey Shore University Medical Center,"Internship, Transitional Year",/doctors/arturo-macasinag-727115
9800,Harbor - UCLA Medical Center,"Residency, Radiology",/doctors/arthur-day-1032200
9801,UCLA Medical Center,"Residency, Radiology",/doctors/john-miethke-763547
9802,Jackson Memorial Hospital - Jackson Health System,"Internship, Transitional Year",/doctors/john-miethke-763547
9803,UCLA Medical Center,"Residency, Radiology",/doctors/john-miethke-763547
9804,Jackson Memorial Hospital - Jackson Health System,"Internship, Transitional Year",/doctors/john-miethke-763547
9805,University of California Davis Health,"Fellowship, University of California Davis Health",/doctors/william-snyder-357213
